Configuration;Iteration;The initial best way;Its distance;The best way after algorithm;Its distance
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-1;3;10-8-9-3-12-13-11-1-14-4-5-15-2-6-7-10;110.08;8-12-2-3-6-4-10-15-7-11-5-13-14-9-1-8;96.04
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-1;4;4-15-10-5-9-6-14-8-3-2-12-7-1-13-11-4;102.09;5-11-8-13-1-10-12-7-15-14-2-3-4-6-9-5;92.92
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-2;1;10-6-5-13-3-9-12-8-11-1-14-7-4-15-2-10;101.92;12-2-3-6-1-8-14-9-10-5-11-13-4-7-15-12;97.43
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-2;2;7-13-1-14-4-15-6-3-11-5-9-2-8-12-10-7;105.41;6-3-2-7-14-5-9-11-12-4-15-10-8-1-13-6;93.87
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-2;3;10-13-3-12-14-15-2-6-9-1-5-11-4-8-7-10;111.78;1-11-3-10-8-14-15-4-7-12-6-2-9-5-13-1;80.17
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-2;4;13-7-11-14-15-4-2-10-12-8-1-3-6-9-5-13;107.49;8-15-7-12-2-6-3-10-9-14-1-5-11-13-4-8;99.03
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-3;1;15-4-14-10-2-8-5-11-6-12-7-9-13-1-3-15;107.03;15-4-6-3-14-8-2-7-11-1-13-9-5-10-12-15;101.58
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-3;2;11-6-4-3-9-2-15-13-5-1-10-12-7-14-8-11;107.52;11-5-15-4-12-2-7-6-10-9-3-14-8-1-13-11;92.32
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-3;3;15-13-8-4-14-10-3-9-11-6-5-1-2-12-7-15;108.56;5-1-14-4-10-12-3-9-11-8-15-7-6-2-13-5;91.02
CR-1 PN-30 G-1 PP-10 SM-1 MAX_STEP100 PC-3;4;3-6-8-2-15-12-7-5-14-10-4-1-13-11-9-3;96.52;2-7-4-10-15-6-5-13-11-9-12-14-8-1-3-2;90.99
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;1;1-13-8-14-9-6-2-11-7-15-10-4-3-12-5-1;116.23;8-15-7-10-14-3-12-4-2-5-6-1-13-11-9-8;112.32
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;2;15-9-13-5-6-10-8-14-11-1-12-7-4-2-3-15;108.7;10-12-5-3-9-2-15-7-6-13-8-1-11-4-14-10;102.93
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;3;10-12-15-4-1-5-13-8-7-14-2-9-6-3-11-10;102.22;2-4-7-3-9-13-11-5-10-8-1-6-14-12-15-2;95.83
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;4;10-11-5-13-9-8-3-2-4-12-7-15-1-6-14-10;105.6;13-11-5-9-12-8-1-4-15-7-10-14-6-2-3-13;88.01
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;1;10-15-12-7-6-11-4-14-8-13-9-3-5-1-2-10;105.85;10-15-12-7-6-11-4-14-8-13-9-3-5-1-2-10;105.85
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;2;13-9-1-8-10-5-6-3-11-4-14-12-2-7-15-13;110.06;13-9-1-8-10-5-6-3-11-4-14-12-2-7-15-13;110.06
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;3;6-12-7-1-14-13-8-10-15-4-2-3-5-9-11-6;109.21;8-10-14-4-11-5-7-12-15-1-13-9-3-2-6-8;95.28
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;4;13-3-9-14-5-8-6-10-7-2-4-12-15-1-11-13;110.71;13-3-9-14-5-8-6-10-7-2-4-12-15-1-11-13;110.71
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;1;11-13-1-15-12-2-7-3-9-5-6-4-8-14-10-11;94.21;11-13-1-15-12-2-7-3-9-5-6-4-8-14-10-11;94.21
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;2;3-10-14-11-13-6-9-4-1-5-8-7-15-2-12-3;112.11;2-4-14-15-7-6-5-1-13-9-10-11-8-12-3-2;109.49
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;3;6-3-13-11-9-1-8-5-2-10-15-14-4-12-7-6;92.02;6-3-13-11-9-1-8-5-2-10-15-14-4-12-7-6;92.02
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;4;8-14-10-15-7-12-4-6-11-9-1-5-3-13-2-8;109.17;8-14-10-15-7-12-4-6-11-9-1-5-3-13-2-8;109.17
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;1;7-13-1-15-3-5-11-2-12-4-8-9-6-10-14-7;118.02;5-13-1-8-10-4-3-2-12-7-15-14-6-9-11-5;75.83
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;2;7-12-15-1-9-5-11-8-14-10-2-6-4-3-13-7;104.57;2-10-9-3-5-11-8-13-1-7-12-4-14-15-6-2;95.02
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;3;10-12-8-15-4-11-3-14-7-2-6-9-13-5-1-10;106.77;10-2-8-13-1-11-9-5-6-3-15-12-14-4-7-10;93.26
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;4;15-6-3-13-1-14-12-7-10-4-8-9-5-11-2-15;97.6;9-5-11-13-1-14-10-4-15-6-8-12-3-7-2-9;94.46
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;1;5-13-1-8-14-10-12-4-7-11-9-6-3-15-2-5;88.44;5-13-1-8-14-10-12-4-7-11-9-6-3-15-2-5;88.44
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;2;2-1-8-6-15-10-3-7-4-14-11-13-5-9-12-2;105.24;13-5-15-14-7-1-8-10-4-6-2-12-11-3-9-13;101.89
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;3;4-5-14-10-3-8-15-9-11-1-13-6-2-12-7-4;112.99;12-3-9-14-4-8-5-11-1-13-2-10-7-15-6-12;99.65
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;4;2-13-14-4-10-8-7-1-3-9-5-11-15-12-6-2;110.66;10-6-2-12-1-13-5-9-8-11-3-4-7-15-14-10;93.06
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;1;3-13-8-10-12-2-7-4-11-1-5-9-6-15-14-3;99.61;5-13-14-8-15-2-12-4-11-1-10-7-3-6-9-5;93.42
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;2;11-5-6-1-10-15-2-3-13-14-4-7-12-9-8-11;113.97;4-15-7-8-10-14-6-12-3-2-9-11-13-1-5-4;96.67
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;3;12-14-4-15-3-6-7-11-13-8-1-9-5-10-2-12;98.83;5-3-4-14-7-2-12-6-9-13-11-1-8-15-10-5;90.85
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;4;7-15-2-10-14-8-13-9-6-1-11-4-5-3-12-7;105.97;1-4-10-7-12-15-8-14-6-3-13-9-2-11-5-1;100.03
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;1;12-15-3-10-14-4-9-13-1-5-11-7-6-8-2-12;112.61;13-2-6-7-4-14-10-12-1-5-11-9-3-15-8-13;98.98
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;2;2-3-6-12-13-9-10-14-1-11-8-5-15-4-7-2;100.58;15-4-12-7-1-13-11-3-5-14-2-6-9-8-10-15;100.14
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;3;12-10-8-1-6-3-15-7-4-14-9-5-13-11-2-12;88.2;12-10-8-2-6-3-15-7-4-14-9-5-13-11-1-12;85.17
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;4;10-8-6-4-14-1-13-5-11-9-2-15-7-3-12-10;99.03;2-7-15-13-11-5-1-14-3-6-12-4-10-8-9-2;94.2
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;1;11-10-14-2-12-6-3-9-5-8-15-1-7-4-13-11;101.81;14-13-11-8-12-15-3-2-6-9-5-1-4-10-7-14;95.49
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;2;15-7-4-12-2-9-6-5-13-1-14-8-10-11-3-15;98.91;7-4-3-6-2-12-14-8-10-9-5-13-11-1-15-7;78
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;3;8-4-10-7-12-2-15-1-5-6-11-13-3-9-14-8;101.57;3-9-13-11-8-4-15-7-12-10-1-5-2-14-6-3;88.42
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;4;10-6-3-15-2-1-14-4-7-12-8-5-9-11-13-10;105.32;6-2-4-8-14-12-15-11-5-13-1-9-10-7-3-6;94.17
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;1;12-3-14-8-11-9-6-7-15-2-4-5-13-1-10-12;103.47;10-8-4-15-12-6-1-13-14-7-2-3-9-5-11-10;94.6
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;2;8-12-7-15-14-13-3-6-4-2-10-5-11-1-9-8;106.88;11-5-13-4-14-7-2-3-6-12-15-10-9-1-8-11;86.4
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;3;11-13-3-6-9-10-14-1-4-2-12-7-8-15-5-11;101.35;15-10-2-12-7-14-8-1-11-13-3-9-5-6-4-15;77.98
CR-1 PN-30 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;4;14-10-4-15-8-5-2-1-13-3-12-7-6-9-11-14;110.14;5-9-13-2-4-12-3-6-14-7-15-10-8-1-11-5;84.67
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;1;12-9-11-13-5-2-14-8-1-7-3-6-10-15-4-12;98.24;12-2-11-13-5-9-1-8-10-7-14-6-3-15-4-12;84.88
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;2;7-10-8-13-5-3-2-12-14-15-9-4-11-1-6-7;112.88;7-15-6-4-12-2-9-3-5-10-1-14-8-13-11-7;108.89
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;3;9-5-8-4-7-10-3-6-12-14-1-11-15-2-13-9;107.53;9-5-8-4-7-10-3-6-12-14-1-11-15-2-13-9;107.53
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;4;12-7-11-1-13-5-8-6-14-15-2-9-3-10-4-12;100.26;14-2-6-12-7-9-3-1-10-5-11-13-8-4-15-14;98.67
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;1;15-6-2-12-4-9-14-8-11-13-3-5-1-10-7-15;100.06;15-6-2-12-4-9-14-8-11-13-3-5-1-10-7-15;100.06
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;2;12-6-2-11-8-13-1-5-7-4-9-3-10-15-14-12;109.3;4-6-8-10-14-1-11-12-7-15-9-13-5-3-2-4;101.99
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;3;3-9-5-2-15-8-11-1-7-4-14-12-6-13-10-3;114.79;14-12-15-6-3-2-5-13-8-9-4-7-10-1-11-14;105
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;4;12-4-9-1-11-15-7-14-8-13-5-3-10-6-2-12;103.45;12-4-9-11-1-14-8-10-7-13-5-3-15-6-2-12;102.86
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;1;9-12-4-10-14-1-3-13-5-8-11-2-15-7-6-9;104.71;9-6-3-8-5-1-10-15-7-4-12-14-11-13-2-9;100.92
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;2;9-13-5-6-3-7-14-15-12-2-10-8-11-4-1-9;102.55;9-13-5-6-3-7-14-15-12-2-10-8-11-4-1-9;102.55
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;3;9-3-15-8-14-7-10-1-11-5-13-6-12-2-4-9;95.99;9-3-2-8-14-7-10-1-11-5-13-6-12-15-4-9;90.26
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;4;1-10-14-7-2-6-9-4-15-5-13-12-3-11-8-1;106.05;8-1-11-5-15-14-6-7-10-4-2-3-9-13-12-8;101.75
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;1;13-11-8-4-6-9-2-7-15-3-12-14-10-1-5-13;92.6;5-1-11-8-9-3-2-7-10-14-12-6-15-4-13-5;86.37
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;2;11-15-3-13-5-1-9-10-14-12-6-2-7-4-8-11;104.8;8-12-6-3-9-1-5-11-13-15-7-4-10-2-14-8;85.16
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;3;2-10-14-15-7-4-13-11-3-5-1-8-9-12-6-2;97.52;11-3-2-6-9-13-14-7-4-15-12-10-8-5-1-11;88.99
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;4;5-11-13-8-15-6-9-14-1-2-12-4-7-3-10-5;116.06;4-6-12-7-2-15-14-10-1-8-13-11-3-9-5-4;90.47
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;1;4-10-9-1-14-15-3-11-2-6-13-5-8-7-12-4;116.88;7-4-12-6-3-9-15-2-13-1-11-5-14-8-10-7;89.09
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;2;12-2-6-14-8-10-1-5-11-3-15-7-9-13-4-12;106.84;14-2-12-6-15-4-10-7-3-11-1-5-9-13-8-14;91.53
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;3;11-3-2-15-12-7-9-10-8-13-5-1-14-4-6-11;109.32;3-6-7-12-4-10-8-14-11-13-5-1-9-15-2-3;83.86
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;4;13-11-14-12-2-9-10-4-1-15-7-8-5-3-6-13;114.95;7-14-13-5-11-1-10-6-9-8-2-12-4-15-3-7;104.47
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;1;11-9-2-8-13-1-5-6-3-4-14-7-15-12-10-11;103.61;2-15-14-10-11-1-5-6-3-12-7-4-8-13-9-2;91.77
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;2;9-6-7-12-14-10-2-8-13-1-5-3-4-15-11-9;106.07;5-13-12-3-6-10-7-15-2-4-8-14-1-11-9-5;92.7
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;3;5-10-15-2-6-3-9-11-12-7-4-8-14-1-13-5;85.15;5-10-15-2-6-3-9-11-12-7-4-8-14-1-13-5;85.15
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;4;4-2-7-10-11-1-6-3-12-14-9-5-13-8-15-4;99.56;10-6-7-12-15-14-4-2-13-11-1-8-5-9-3-10;89.97
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;1;7-14-9-5-8-13-1-11-3-10-6-2-4-15-12-7;99.03;12-6-2-3-7-14-4-15-9-5-13-11-8-1-10-12;84.61
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;2;1-13-4-15-8-14-11-10-2-12-7-3-6-5-9-1;107.93;3-13-1-8-14-10-6-2-7-12-15-4-11-5-9-3;75.4
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;3;12-15-8-10-6-13-1-3-9-11-5-2-7-4-14-12;102.84;3-8-13-5-11-1-10-2-12-15-4-7-14-9-6-3;83.83
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;4;6-5-9-3-7-12-10-8-13-14-4-2-15-11-1-6;109.2;11-8-14-10-4-15-5-6-3-9-7-12-2-1-13-11;86.42
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;1;11-4-10-3-9-8-5-13-1-6-15-2-12-14-7-11;114.29;5-13-11-3-2-15-12-4-14-1-8-10-7-6-9-5;79.72
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;2;8-12-7-15-10-2-3-11-1-14-4-6-5-9-13-8;99.71;1-14-15-4-10-8-11-5-13-6-3-7-12-2-9-1;84.75
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;3;12-15-10-6-8-3-9-2-4-1-13-11-5-14-7-12;102.88;15-7-12-2-10-14-13-5-8-1-11-3-6-9-4-15;80.18
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;4;2-7-14-4-5-8-15-10-13-11-9-3-6-1-12-2;105.17;14-15-4-7-5-8-11-13-1-12-9-3-6-2-10-14;88.59
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;1;15-13-11-1-9-5-12-7-3-2-6-8-4-10-14-15;99.3;1-8-15-14-4-10-12-7-3-2-6-9-11-5-13-1;74.79
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;2;12-7-14-13-9-3-15-2-11-5-4-1-8-10-6-12;113.5;14-8-1-9-3-11-13-5-10-2-6-12-15-4-7-14;80.82
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;3;8-2-4-14-10-11-1-6-7-15-12-13-3-9-5-8;106.27;13-5-9-1-8-4-14-11-3-6-12-7-15-10-2-13;92.32
CR-1 PN-30 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;4;10-7-15-6-2-8-5-1-14-3-9-12-11-13-4-10;112.74;7-4-15-2-6-3-10-14-8-5-1-11-13-9-12-7;73.97
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-1;1;5-12-7-6-4-15-10-3-9-13-2-11-1-8-14-5;112.72;11-5-14-8-4-13-1-9-2-7-15-3-6-12-10-11;108.37
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-1;2;15-4-8-9-1-5-12-14-6-2-3-13-11-10-7-15;108.92;15-4-8-9-1-5-12-14-6-2-3-13-11-10-7-15;108.92
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-1;3;8-1-13-3-2-12-15-5-10-4-14-7-11-6-9-8;114.91;10-8-13-14-5-2-11-9-3-6-1-4-15-12-7-10;114.78
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-1;4;3-14-12-15-4-8-1-9-13-5-6-7-10-2-11-3;111.03;3-14-12-15-4-8-1-9-13-5-6-7-10-2-11-3;111.03
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;1;8-6-4-14-7-12-2-15-1-9-11-13-5-3-10-8;101.88;8-6-4-14-7-12-2-15-1-9-11-13-5-3-10-8;101.88
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;2;5-12-15-8-11-7-4-13-1-6-2-14-10-3-9-5;114.78;5-12-15-8-11-7-4-13-1-6-2-14-10-3-9-5;114.78
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;3;8-2-15-7-1-13-5-11-9-10-4-3-6-14-12-8;104.82;5-9-2-3-11-13-8-4-12-15-14-7-6-10-1-5;101.08
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-2;4;2-9-4-12-14-15-10-7-3-1-8-6-11-13-5-2;115.16;3-6-2-4-10-12-15-9-13-7-1-11-14-8-5-3;106.89
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;1;5-4-3-6-2-10-1-13-11-14-7-8-15-12-9-5;108.47;9-11-8-5-13-10-15-14-7-2-4-12-6-1-3-9;102.15
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;2;10-15-2-4-6-13-11-5-14-7-12-3-9-1-8-10;93.51;10-15-2-4-6-13-11-5-14-7-12-3-9-1-8-10;93.51
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;3;12-1-3-2-7-10-14-11-8-13-5-4-15-6-9-12;111.93;15-7-12-2-11-4-6-10-14-3-9-13-8-1-5-15;108.71
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP10 PC-3;4;11-5-14-10-13-9-3-6-1-4-2-15-8-7-12-11;111.49;11-5-14-10-13-9-3-6-1-4-2-15-8-7-12-11;111.49
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;1;4-14-13-1-11-5-9-3-6-8-10-7-2-15-12-4;77.17;4-14-13-1-11-5-9-3-6-8-10-7-2-15-12-4;77.17
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;2;13-2-4-10-14-6-5-9-3-8-12-15-7-1-11-13;101.1;8-12-4-10-14-6-5-9-3-2-7-1-11-13-15-8;100.52
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;3;15-6-9-7-12-14-11-1-8-5-13-3-2-10-4-15;94.29;5-1-11-9-13-8-4-12-15-6-2-10-14-7-3-5;92.87
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-1;4;9-2-11-1-13-8-7-3-6-4-14-15-10-12-5-9;107.44;3-6-4-7-10-8-15-5-1-11-9-13-14-12-2-3;98.29
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;1;5-10-15-4-2-3-8-11-1-14-13-9-12-7-6-5;114.25;5-13-11-12-2-3-6-15-14-8-9-1-7-10-4-5;101.7
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;2;15-7-6-11-3-9-5-4-8-1-13-14-10-12-2-15;100.02;8-10-11-5-13-9-3-1-14-4-15-2-6-7-12-8;88.26
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;3;5-11-13-9-1-8-2-4-12-14-3-7-15-10-6-5;103.49;7-4-2-3-9-13-11-10-8-14-5-1-12-15-6-7;99.96
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-2;4;2-3-1-15-4-9-11-5-8-12-13-7-14-10-6-2;124.37;12-10-2-14-1-13-3-6-15-7-4-8-11-5-9-12;95.84
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;1;4-7-12-2-6-9-10-13-11-5-1-15-8-14-3-4;102.21;4-7-12-2-6-9-10-13-11-5-1-15-8-14-3-4;102.21
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;2;12-7-14-11-5-13-15-10-9-1-3-6-2-8-4-12;105.02;12-7-14-11-5-13-15-10-9-1-3-6-2-8-4-12;105.02
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;3;2-8-4-1-11-14-10-7-12-6-9-5-3-13-15-2;110.48;3-7-6-14-8-1-10-4-15-13-2-12-11-5-9-3;108.07
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP50 PC-3;4;11-13-5-1-12-15-4-3-7-10-2-14-8-6-9-11;101.15;11-13-5-1-9-6-14-7-10-12-2-15-8-4-3-11;99.95
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;1;12-14-7-4-8-1-13-9-6-10-15-11-3-5-2-12;109.3;12-14-7-4-8-1-13-9-6-10-15-2-3-5-11-12;96.49
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;2;14-7-1-6-9-3-13-8-4-10-15-12-2-11-5-14;109.71;10-4-11-13-3-9-6-5-14-7-15-8-1-2-12-10;103.92
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;3;5-13-9-8-1-12-10-14-11-4-2-7-15-6-3-5;100.26;5-13-9-8-1-12-10-14-11-4-2-7-15-6-3-5;100.26
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-1;4;5-6-14-4-10-2-12-3-8-13-1-11-15-7-9-5;110.66;5-1-11-7-4-12-10-14-8-15-2-13-9-3-6-5;93.36
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;1;2-15-7-8-10-9-3-14-12-6-4-5-13-11-1-2;107.06;15-7-10-11-5-13-1-8-14-3-4-2-12-6-9-15;94.18
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;2;13-5-9-11-15-2-14-7-8-1-6-12-10-4-3-13;111.03;9-8-5-7-1-11-13-14-15-4-10-12-3-6-2-9;103.47
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;3;15-12-3-4-2-6-5-11-1-7-14-8-13-9-10-15;104.55;12-2-8-13-6-3-11-9-5-1-10-4-14-15-7-12;91.78
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-2;4;2-15-14-9-3-13-6-4-7-10-5-1-11-8-12-2;107.91;2-7-4-10-9-5-11-1-3-6-14-15-13-8-12-2;99.68
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;1;6-9-11-3-8-4-12-7-10-14-15-1-13-5-2-6;98.28;9-6-3-2-5-4-12-7-10-14-15-1-13-11-8-9;95.08
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;2;1-8-11-13-10-12-14-15-7-4-6-9-3-2-5-1;90.72;1-8-11-13-10-12-14-15-7-4-6-9-3-2-5-1;90.72
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;3;4-2-8-11-1-9-3-7-14-10-15-6-5-13-12-4;101.95;5-11-8-14-2-12-3-13-1-10-6-7-15-4-9-5;99.97
CR-1 PN-30 G-1 PP-15 SM-1 MAX_STEP100 PC-3;4;1-13-5-9-3-11-8-4-14-12-7-6-2-15-10-1;83.47;1-13-5-9-3-11-8-4-14-12-7-6-2-15-10-1;83.47
CR-1 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;1;10-14-7-2-4-5-11-1-8-13-15-3-6-12-9-10;106.43;10-14-7-2-4-5-11-1-8-13-15-3-6-12-9-10;106.43
CR-1 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;2;10-15-3-7-1-8-14-4-2-13-5-11-9-6-12-10;100.37;10-15-3-7-1-8-14-4-2-13-5-11-9-6-12-10;100.37
CR-1 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;3;7-12-5-13-10-14-9-3-1-8-4-11-6-2-15-7;108.47;9-3-6-15-4-2-7-8-10-12-11-5-13-14-1-9;96.76
CR-1 PN-30 G-1 PP-15 SM-2 B-2 MAX_STEP10 PC-1;4;5-6-7-15-13-12-10-4-2-8-14-1-11-3-9-5;112.4;5-6-7-15-13-12-10-4-2-8-14-1-11-3-9-5;112.4
